review_profilename_index,recommendations
7852,"[Row(beer_beerid=73262, rating=5.068686008453369), Row(beer_beerid=42994, rating=5.040609359741211)]"
7859,"[Row(beer_beerid=12006, rating=6.161314487457275), Row(beer_beerid=38884, rating=6.04702615737915)]"
7860,"[Row(beer_beerid=51494, rating=4.6996169090271), Row(beer_beerid=62145, rating=4.607831001281738)]"
7868,"[Row(beer_beerid=51494, rating=4.840611934661865), Row(beer_beerid=35361, rating=4.836663722991943)]"
7870,"[Row(beer_beerid=20507, rating=4.1776227951049805), Row(beer_beerid=35361, rating=4.046811580657959)]"
7881,"[Row(beer_beerid=51494, rating=5.0003156661987305), Row(beer_beerid=42941, rating=4.947460174560547)]"
7886,"[Row(beer_beerid=65602, rating=5.660791873931885), Row(beer_beerid=67231, rating=5.57725715637207)]"
7891,"[Row(beer_beerid=52862, rating=5.21129035949707), Row(beer_beerid=51494, rating=5.045590400695801)]"
7894,"[Row(beer_beerid=51494, rating=5.487749099731445), Row(beer_beerid=52165, rating=5.327352046966553)]"
7897,"[Row(beer_beerid=20507, rating=6.363626003265381), Row(beer_beerid=57535, rating=6.2896199226379395)]"
7903,"[Row(beer_beerid=58479, rating=5.0089111328125), Row(beer_beerid=57390, rating=5.0089111328125)]"
7906,"[Row(beer_beerid=42941, rating=4.746025085449219), Row(beer_beerid=51494, rating=4.726953983306885)]"
7907,"[Row(beer_beerid=65602, rating=5.346560478210449), Row(beer_beerid=66415, rating=5.19831657409668)]"
7911,"[Row(beer_beerid=69063, rating=5.080219745635986), Row(beer_beerid=70831, rating=5.048015117645264)]"
7914,"[Row(beer_beerid=51494, rating=4.748194694519043), Row(beer_beerid=45400, rating=4.700591564178467)]"
7923,"[Row(beer_beerid=51494, rating=5.9259867668151855), Row(beer_beerid=13222, rating=5.711833953857422)]"
7926,"[Row(beer_beerid=35361, rating=5.11285400390625), Row(beer_beerid=74086, rating=4.97068977355957)]"
7930,"[Row(beer_beerid=58479, rating=5.171480655670166), Row(beer_beerid=57390, rating=5.171480655670166)]"
7933,"[Row(beer_beerid=51494, rating=5.447665691375732), Row(beer_beerid=35361, rating=5.259316444396973)]"
7948,"[Row(beer_beerid=51494, rating=5.846092224121094), Row(beer_beerid=13222, rating=5.562265872955322)]"
7952,"[Row(beer_beerid=1270, rating=5.563470363616943), Row(beer_beerid=62029, rating=5.180379390716553)]"
7953,"[Row(beer_beerid=51494, rating=4.9954705238342285), Row(beer_beerid=42941, rating=4.9211602210998535)]"
7957,"[Row(beer_beerid=51494, rating=5.224517822265625), Row(beer_beerid=42941, rating=5.118861198425293)]"
7968,"[Row(beer_beerid=52862, rating=5.690482139587402), Row(beer_beerid=39373, rating=5.636416912078857)]"
7971,"[Row(beer_beerid=51494, rating=5.05745267868042), Row(beer_beerid=52862, rating=4.990691184997559)]"
7972,"[Row(beer_beerid=51089, rating=5.340115070343018), Row(beer_beerid=12413, rating=5.322685718536377)]"
7973,"[Row(beer_beerid=51494, rating=5.2285966873168945), Row(beer_beerid=42941, rating=5.157113552093506)]"
7979,"[Row(beer_beerid=73262, rating=4.786612510681152), Row(beer_beerid=41958, rating=4.727890968322754)]"
7980,"[Row(beer_beerid=51494, rating=5.513591766357422), Row(beer_beerid=45680, rating=5.436598777770996)]"
7981,"[Row(beer_beerid=66841, rating=5.197570323944092), Row(beer_beerid=67231, rating=5.193921089172363)]"
7995,"[Row(beer_beerid=35361, rating=5.537924766540527), Row(beer_beerid=51124, rating=5.527851104736328)]"
8002,"[Row(beer_beerid=51494, rating=5.441596984863281), Row(beer_beerid=45400, rating=5.334282398223877)]"
8009,"[Row(beer_beerid=47219, rating=5.324672698974609), Row(beer_beerid=56281, rating=5.289652347564697)]"
8012,"[Row(beer_beerid=51494, rating=5.377406597137451), Row(beer_beerid=52862, rating=5.161705493927002)]"
8016,"[Row(beer_beerid=52862, rating=5.276034355163574), Row(beer_beerid=73262, rating=4.979060173034668)]"
8023,"[Row(beer_beerid=52862, rating=5.779141426086426), Row(beer_beerid=65602, rating=5.261354446411133)]"
8024,"[Row(beer_beerid=55042, rating=5.043610095977783), Row(beer_beerid=54323, rating=5.043610095977783)]"
8030,"[Row(beer_beerid=45680, rating=4.963925361633301), Row(beer_beerid=76115, rating=4.94287633895874)]"
8032,"[Row(beer_beerid=51494, rating=5.328711986541748), Row(beer_beerid=25702, rating=5.282488822937012)]"
8034,"[Row(beer_beerid=52862, rating=5.271456718444824), Row(beer_beerid=35361, rating=5.249046802520752)]"
8039,"[Row(beer_beerid=52862, rating=5.0624284744262695), Row(beer_beerid=51494, rating=5.0324482917785645)]"
8044,"[Row(beer_beerid=52862, rating=5.799923896789551), Row(beer_beerid=69291, rating=5.273364543914795)]"
8055,"[Row(beer_beerid=51494, rating=5.188408851623535), Row(beer_beerid=58479, rating=5.149047374725342)]"
8058,"[Row(beer_beerid=42941, rating=5.330141067504883), Row(beer_beerid=76115, rating=5.271327495574951)]"
8075,"[Row(beer_beerid=52862, rating=5.249001979827881), Row(beer_beerid=67231, rating=5.161773681640625)]"
8078,"[Row(beer_beerid=65602, rating=4.961040019989014), Row(beer_beerid=55192, rating=4.911352634429932)]"
8082,"[Row(beer_beerid=51494, rating=5.121554851531982), Row(beer_beerid=42941, rating=5.064165115356445)]"
8083,"[Row(beer_beerid=52862, rating=5.557877540588379), Row(beer_beerid=64744, rating=5.393624305725098)]"
8087,"[Row(beer_beerid=52862, rating=5.848332405090332), Row(beer_beerid=73262, rating=5.165309429168701)]"
8091,"[Row(beer_beerid=51494, rating=5.466189861297607), Row(beer_beerid=52862, rating=5.378190994262695)]"
8092,"[Row(beer_beerid=42941, rating=5.222213268280029), Row(beer_beerid=76115, rating=5.213377475738525)]"
8094,"[Row(beer_beerid=52674, rating=6.1166672706604), Row(beer_beerid=74086, rating=6.032208442687988)]"
8095,"[Row(beer_beerid=65602, rating=6.178677082061768), Row(beer_beerid=66415, rating=6.0868916511535645)]"
8102,"[Row(beer_beerid=55192, rating=5.622659683227539), Row(beer_beerid=48553, rating=5.567035675048828)]"
8104,"[Row(beer_beerid=52862, rating=5.412339687347412), Row(beer_beerid=62955, rating=5.115514278411865)]"
8108,"[Row(beer_beerid=51494, rating=5.652105331420898), Row(beer_beerid=35361, rating=5.614292621612549)]"
8117,"[Row(beer_beerid=35361, rating=5.555576324462891), Row(beer_beerid=42941, rating=5.427775859832764)]"
8119,"[Row(beer_beerid=42941, rating=5.396467685699463), Row(beer_beerid=35361, rating=5.357789993286133)]"
8124,"[Row(beer_beerid=42941, rating=5.655622959136963), Row(beer_beerid=51494, rating=5.641078472137451)]"
8128,"[Row(beer_beerid=35361, rating=5.062452793121338), Row(beer_beerid=51494, rating=5.030030727386475)]"
8135,"[Row(beer_beerid=58479, rating=5.427317142486572), Row(beer_beerid=57390, rating=5.427317142486572)]"
8137,"[Row(beer_beerid=51494, rating=4.987034320831299), Row(beer_beerid=52862, rating=4.980355739593506)]"
8140,"[Row(beer_beerid=58844, rating=5.3720269203186035), Row(beer_beerid=20507, rating=5.3115129470825195)]"
8147,"[Row(beer_beerid=52862, rating=5.1351094245910645), Row(beer_beerid=51494, rating=4.846955299377441)]"
8159,"[Row(beer_beerid=51494, rating=5.158387184143066), Row(beer_beerid=68614, rating=5.0039262771606445)]"
8160,"[Row(beer_beerid=51494, rating=5.0197625160217285), Row(beer_beerid=35361, rating=4.995482921600342)]"
8161,"[Row(beer_beerid=1270, rating=5.326672554016113), Row(beer_beerid=51494, rating=5.293324947357178)]"
8177,"[Row(beer_beerid=51494, rating=5.1956024169921875), Row(beer_beerid=42941, rating=5.151819705963135)]"
8185,"[Row(beer_beerid=51494, rating=5.704115390777588), Row(beer_beerid=42941, rating=5.636016368865967)]"
8189,"[Row(beer_beerid=35361, rating=4.87772274017334), Row(beer_beerid=51494, rating=4.826567649841309)]"
8194,"[Row(beer_beerid=73262, rating=5.3849945068359375), Row(beer_beerid=48849, rating=5.312617301940918)]"
8196,"[Row(beer_beerid=62900, rating=4.986460208892822), Row(beer_beerid=42941, rating=4.8762526512146)]"
8199,"[Row(beer_beerid=51494, rating=5.078202724456787), Row(beer_beerid=25702, rating=5.075449466705322)]"
8201,"[Row(beer_beerid=65602, rating=5.56011962890625), Row(beer_beerid=73262, rating=5.495296001434326)]"
8203,"[Row(beer_beerid=52862, rating=5.381557464599609), Row(beer_beerid=39373, rating=4.96592903137207)]"
8204,"[Row(beer_beerid=52862, rating=5.432839393615723), Row(beer_beerid=66841, rating=5.253167629241943)]"
8206,"[Row(beer_beerid=52862, rating=5.111730575561523), Row(beer_beerid=25702, rating=5.100178241729736)]"
8212,"[Row(beer_beerid=1270, rating=5.588273525238037), Row(beer_beerid=76115, rating=5.540641784667969)]"
8216,"[Row(beer_beerid=73262, rating=5.0162224769592285), Row(beer_beerid=76115, rating=4.992294788360596)]"
8217,"[Row(beer_beerid=51494, rating=5.243687629699707), Row(beer_beerid=45680, rating=5.197154998779297)]"
8221,"[Row(beer_beerid=51494, rating=5.098903179168701), Row(beer_beerid=25702, rating=5.080432891845703)]"
8225,"[Row(beer_beerid=73262, rating=5.4929633140563965), Row(beer_beerid=52862, rating=5.432164192199707)]"
8226,"[Row(beer_beerid=51494, rating=4.879261016845703), Row(beer_beerid=58479, rating=4.837090015411377)]"
8234,"[Row(beer_beerid=20507, rating=5.643497467041016), Row(beer_beerid=35361, rating=5.409642219543457)]"
8237,"[Row(beer_beerid=35361, rating=5.269956111907959), Row(beer_beerid=42941, rating=5.206767559051514)]"
8244,"[Row(beer_beerid=73262, rating=6.0677409172058105), Row(beer_beerid=52862, rating=5.5736823081970215)]"
8246,"[Row(beer_beerid=51494, rating=5.259410381317139), Row(beer_beerid=42941, rating=5.16055965423584)]"
8248,"[Row(beer_beerid=51494, rating=4.861556053161621), Row(beer_beerid=42941, rating=4.845690727233887)]"
8262,"[Row(beer_beerid=20507, rating=5.20363187789917), Row(beer_beerid=32247, rating=5.192033767700195)]"
8263,"[Row(beer_beerid=45680, rating=5.213932514190674), Row(beer_beerid=66841, rating=5.167928218841553)]"
8267,"[Row(beer_beerid=1270, rating=6.2073974609375), Row(beer_beerid=74086, rating=5.487815856933594)]"
8269,"[Row(beer_beerid=51494, rating=5.124139308929443), Row(beer_beerid=42941, rating=5.119544982910156)]"
8273,"[Row(beer_beerid=35361, rating=5.37406587600708), Row(beer_beerid=51494, rating=5.16896390914917)]"
8274,"[Row(beer_beerid=51494, rating=4.989426612854004), Row(beer_beerid=42941, rating=4.9062275886535645)]"
8279,"[Row(beer_beerid=51494, rating=5.20021390914917), Row(beer_beerid=64744, rating=5.044284820556641)]"
8281,"[Row(beer_beerid=52862, rating=5.428043365478516), Row(beer_beerid=51494, rating=5.3328094482421875)]"
8288,"[Row(beer_beerid=60009, rating=6.071630001068115), Row(beer_beerid=44671, rating=6.044652938842773)]"
8296,"[Row(beer_beerid=52862, rating=6.344342231750488), Row(beer_beerid=51494, rating=5.847148418426514)]"
8297,"[Row(beer_beerid=52862, rating=5.468017578125), Row(beer_beerid=67231, rating=5.0192108154296875)]"
8299,"[Row(beer_beerid=51494, rating=5.441351890563965), Row(beer_beerid=42941, rating=5.324284553527832)]"
8311,"[Row(beer_beerid=45680, rating=5.368818283081055), Row(beer_beerid=58338, rating=5.3560919761657715)]"
8321,"[Row(beer_beerid=52862, rating=5.231698036193848), Row(beer_beerid=58479, rating=5.22076940536499)]"
8322,"[Row(beer_beerid=51494, rating=5.231135845184326), Row(beer_beerid=35361, rating=5.090878963470459)]"
8337,"[Row(beer_beerid=1270, rating=5.789835453033447), Row(beer_beerid=48849, rating=5.019924163818359)]"
8338,"[Row(beer_beerid=52862, rating=5.103020668029785), Row(beer_beerid=46517, rating=4.693768501281738)]"
8340,"[Row(beer_beerid=51494, rating=4.925183296203613), Row(beer_beerid=35361, rating=4.8727288246154785)]"
8344,"[Row(beer_beerid=51494, rating=5.0697407722473145), Row(beer_beerid=13222, rating=4.938846588134766)]"
8359,"[Row(beer_beerid=35361, rating=4.847798824310303), Row(beer_beerid=25702, rating=4.7878899574279785)]"
8360,"[Row(beer_beerid=54147, rating=4.71480655670166), Row(beer_beerid=48849, rating=4.6985182762146)]"
8363,"[Row(beer_beerid=35361, rating=5.312554359436035), Row(beer_beerid=25702, rating=5.290714263916016)]"
8365,"[Row(beer_beerid=25702, rating=4.720562934875488), Row(beer_beerid=54147, rating=4.697705268859863)]"
8367,"[Row(beer_beerid=51494, rating=4.9695563316345215), Row(beer_beerid=42941, rating=4.9635419845581055)]"
8372,"[Row(beer_beerid=21596, rating=5.469417095184326), Row(beer_beerid=40235, rating=5.45611572265625)]"
8373,"[Row(beer_beerid=52862, rating=4.724217414855957), Row(beer_beerid=39373, rating=4.544661521911621)]"
8374,"[Row(beer_beerid=74112, rating=5.076050281524658), Row(beer_beerid=52862, rating=5.07234001159668)]"
8378,"[Row(beer_beerid=52862, rating=4.639828205108643), Row(beer_beerid=35361, rating=4.629666805267334)]"
8381,"[Row(beer_beerid=12413, rating=5.374077320098877), Row(beer_beerid=8176, rating=5.374077320098877)]"
8385,"[Row(beer_beerid=35361, rating=5.128632545471191), Row(beer_beerid=25702, rating=4.968221187591553)]"
8390,"[Row(beer_beerid=74086, rating=5.652795314788818), Row(beer_beerid=35361, rating=5.6219706535339355)]"
8392,"[Row(beer_beerid=51494, rating=4.814183235168457), Row(beer_beerid=13222, rating=4.750768661499023)]"
8393,"[Row(beer_beerid=39373, rating=5.444955348968506), Row(beer_beerid=55787, rating=5.422076225280762)]"
8405,"[Row(beer_beerid=51494, rating=4.164393424987793), Row(beer_beerid=45680, rating=4.135444164276123)]"
8406,"[Row(beer_beerid=52862, rating=5.416675090789795), Row(beer_beerid=35361, rating=5.311240196228027)]"
8408,"[Row(beer_beerid=35361, rating=5.556734085083008), Row(beer_beerid=42941, rating=5.349381923675537)]"
8413,"[Row(beer_beerid=65602, rating=5.216573238372803), Row(beer_beerid=76115, rating=5.0966267585754395)]"
8416,"[Row(beer_beerid=52862, rating=5.624144077301025), Row(beer_beerid=35294, rating=5.354232311248779)]"
8428,"[Row(beer_beerid=51494, rating=5.488552570343018), Row(beer_beerid=46517, rating=5.378041744232178)]"
8440,"[Row(beer_beerid=42941, rating=4.92861270904541), Row(beer_beerid=51494, rating=4.927756309509277)]"
8443,"[Row(beer_beerid=35361, rating=5.5277509689331055), Row(beer_beerid=42941, rating=5.206624984741211)]"
8447,"[Row(beer_beerid=52862, rating=5.805047988891602), Row(beer_beerid=73262, rating=5.7689361572265625)]"
8453,"[Row(beer_beerid=52862, rating=5.0971999168396), Row(beer_beerid=51494, rating=4.995561599731445)]"
8455,"[Row(beer_beerid=51494, rating=5.916661262512207), Row(beer_beerid=35361, rating=5.831331729888916)]"
8462,"[Row(beer_beerid=51494, rating=5.82093620300293), Row(beer_beerid=42941, rating=5.6440558433532715)]"
8467,"[Row(beer_beerid=51494, rating=5.010322093963623), Row(beer_beerid=57535, rating=4.929557800292969)]"
8474,"[Row(beer_beerid=51494, rating=5.266604423522949), Row(beer_beerid=45680, rating=5.186582565307617)]"
8477,"[Row(beer_beerid=52862, rating=5.082321643829346), Row(beer_beerid=51494, rating=5.032186031341553)]"
8481,"[Row(beer_beerid=52862, rating=6.556451797485352), Row(beer_beerid=52733, rating=5.899522304534912)]"
8490,"[Row(beer_beerid=65602, rating=5.835991382598877), Row(beer_beerid=66415, rating=5.827031135559082)]"
8491,"[Row(beer_beerid=58479, rating=5.468384265899658), Row(beer_beerid=57390, rating=5.468384265899658)]"
8492,"[Row(beer_beerid=35361, rating=4.923849105834961), Row(beer_beerid=52862, rating=4.900075435638428)]"
8495,"[Row(beer_beerid=51494, rating=5.22402286529541), Row(beer_beerid=64744, rating=5.0348358154296875)]"
8496,"[Row(beer_beerid=42941, rating=4.856581211090088), Row(beer_beerid=45400, rating=4.809655666351318)]"
8504,"[Row(beer_beerid=65602, rating=5.095114231109619), Row(beer_beerid=58479, rating=5.022129535675049)]"
8507,"[Row(beer_beerid=55192, rating=5.721826553344727), Row(beer_beerid=60009, rating=5.671142578125)]"
8509,"[Row(beer_beerid=65602, rating=5.436692237854004), Row(beer_beerid=66415, rating=5.336811065673828)]"
8510,"[Row(beer_beerid=58479, rating=5.101819038391113), Row(beer_beerid=57390, rating=5.101819038391113)]"
8513,"[Row(beer_beerid=51494, rating=6.038571357727051), Row(beer_beerid=42941, rating=5.935537338256836)]"
8519,"[Row(beer_beerid=51494, rating=5.104282855987549), Row(beer_beerid=35361, rating=5.041097640991211)]"
8521,"[Row(beer_beerid=35361, rating=4.545011520385742), Row(beer_beerid=51494, rating=4.4334869384765625)]"
8524,"[Row(beer_beerid=42941, rating=5.604655742645264), Row(beer_beerid=76115, rating=5.568886756896973)]"
8529,"[Row(beer_beerid=51494, rating=5.5853424072265625), Row(beer_beerid=35361, rating=5.5602498054504395)]"
8532,"[Row(beer_beerid=35361, rating=5.139593124389648), Row(beer_beerid=52862, rating=5.0272111892700195)]"
8533,"[Row(beer_beerid=66841, rating=4.802134037017822), Row(beer_beerid=45680, rating=4.798501968383789)]"
8544,"[Row(beer_beerid=51494, rating=5.524037837982178), Row(beer_beerid=42941, rating=5.452639579772949)]"
8546,"[Row(beer_beerid=52862, rating=5.163673400878906), Row(beer_beerid=73262, rating=5.109011173248291)]"
8548,"[Row(beer_beerid=52862, rating=4.982755661010742), Row(beer_beerid=51494, rating=4.966104507446289)]"
8551,"[Row(beer_beerid=52862, rating=4.916652202606201), Row(beer_beerid=42941, rating=4.868993759155273)]"
8552,"[Row(beer_beerid=51494, rating=5.07409143447876), Row(beer_beerid=45680, rating=5.042896270751953)]"
8556,"[Row(beer_beerid=50493, rating=5.806999206542969), Row(beer_beerid=71070, rating=5.371326446533203)]"
8557,"[Row(beer_beerid=51494, rating=5.663233757019043), Row(beer_beerid=35361, rating=5.4549760818481445)]"
8558,"[Row(beer_beerid=42941, rating=5.459137439727783), Row(beer_beerid=45680, rating=5.45673131942749)]"
8563,"[Row(beer_beerid=35361, rating=5.544234275817871), Row(beer_beerid=51494, rating=5.468069076538086)]"
8566,"[Row(beer_beerid=51494, rating=4.651820659637451), Row(beer_beerid=48849, rating=4.566315174102783)]"
8569,"[Row(beer_beerid=74086, rating=4.985836982727051), Row(beer_beerid=43368, rating=4.802868843078613)]"
8573,"[Row(beer_beerid=75573, rating=4.704533576965332), Row(beer_beerid=20915, rating=4.5204973220825195)]"
8578,"[Row(beer_beerid=51494, rating=4.355100154876709), Row(beer_beerid=42941, rating=4.287344455718994)]"
